OLN	uniprotID	SGD_id	length
YBR256C	P38145	S000000460	238
YBR153W	P33312	S000000357	244
YLR039C	P40395	S000004029	1056
YBR275C	P29539	S000000479	1916
YLR453C	Q06208	S000004445	395
YCR028C-A	P32445	S000007222	135
YHL027W	P33400	S000001019	625
YMR139W	P38615	S000004747	370
YMR154C	Q03792	S000004763	727
YFL033C	P43565	S000001861	1770
YBR192W	P38127	S000000396	377
YOR275C	Q12033	S000005801	661
YNL294C	P48565	S000005238	533
YHL024W	P38741	S000001016	713
YGL045W	P53179	S000003013	542
YMR063W	Q04734	S000004667	239
YOR119C	Q12196	S000005645	484
YNL207W	P40160	S000005151	425
YEL024W	P08067	S000000750	215
YMR283C	P23796	S000004896	513
YHR197W	P38883	S000001240	763
YLL034C	Q07844	S000003957	837
YOR095C	Q12189	S000005621	258
YPL208W	Q08961	S000006129	583
YDR198C	Q03942	S000002606	479
YBR030W	P38222	S000000234	552
YDR257C	Q12504	S000002665	494
YLR137W	Q12367	S000004127	367
YMR247C	Q04781	S000004861	1562
YPR018W	Q12495	S000006222	606
YDR091C	Q03195	S000002498	608
YPL089C	Q12224	S000006010	676
YLR009W	Q07915	S000003999	199
YNL002C	P40693	S000004947	322
YKL132C	P36001	S000001615	430
YDL001W	Q03441	S000002159	430
YDR255C	Q12508	S000002663	421
YEL072W	P39975	S000000798	231
YFR048W	P43620	S000001944	662
YGL107C	P53140	S000003075	646
YGR044C	P32338	S000003276	300
YPL024W	Q02685	S000005945	241
YEL050C	P32611	S000000776	393
YLR145W	Q12530	S000004135	201
YGL250W	P53060	S000003219	241
YDR465C	Q03305	S000002873	412
YMR235C	P11745	S000004848	407
YMR061W	P25298	S000004665	677
YGL044C	P25299	S000003012	296
YMR234W	Q04740	S000004847	348
YNL072W	P53942	S000005016	307
YDR279W	Q05635	S000002687	350
YLR154C	Q12338	S000004144	110
YGR276C	P53331	S000003508	553
YLL046C	P32385	S000003969	249
YCL028W	P25367	S000000533	405
YER070W	P21524	S000000872	888
YJL026W	P09938	S000003563	399
YIL066C	P21672	S000001328	869
YGR180C	P49723	S000003412	345
YMR239C	Q02555	S000004852	471
YPL123C	Q02933	S000006044	434
YOR018W	Q02805	S000005544	837
YGL144C	P53118	S000003112	685
YFR022W	P43602	S000001918	733
YGL171W	P45818	S000003139	564
YGR070W	P53046	S000003302	1155
YLR371W	P51862	S000004363	1356
YMR200W	Q03691	S000004813	256
YBR229C	P38138	S000000433	954
YPR065W	P25042	S000006269	368
YBL093C	P25046	S000000189	220
YMR258C	Q04847	S000004871	553
YJR063W	P32529	S000003824	125
YPR010C	P22138	S000006214	1203
YDR156W	P50106	S000002563	137
YOR341W	P10964	S000005868	1664
YJL148W	P47006	S000003684	233
YOR340C	P46669	S000005867	326
YNL248C	Q01080	S000005192	415
YOR210W	P22139	S000005736	70
YOL005C	P38902	S000005365	120
YOR151C	P08518	S000005677	1224
YIL021W	P16370	S000001283	318
YJL140W	P20433	S000003676	221
YBR154C	P20434	S000000358	215
YDR404C	P34087	S000002812	171
YOR224C	P20436	S000005750	146
YGL070C	P27999	S000003038	122
YHR143W-A	P40422	S000001185	70
YDR045C	Q04307	S000002452	110
YJL011C	P47076	S000003548	161
YNL113W	P28000	S000005057	142
YKL144C	P35718	S000001627	212
YNL151C	P17890	S000005095	251
YNR003C	P32910	S000005286	317
YKR025W	P36121	S000001733	282
YPR110C	P07703	S000006314	335
YDL150W	P25441	S000002309	422
YPR190C	P32349	S000006394	654
YNL330C	P32561	S000005274	433
YJL121C	P46969	S000003657	238
YHR088W	P38805	S000001130	295
YKR081C	P36160	S000001789	344
YBR079C	P38249	S000000283	964
YER169W	P39956	S000000971	796
YIL119C	P23250	S000001381	407
YLR075W	P41805	S000004065	221
YPR102C	P0C0W9	S000006306	174
YGR085C	Q3E757	S000003317	174
YEL054C	P0CX53	S000000780	165
YDR418W	P0CX54	S000002826	165
YDL082W	Q12690	S000002240	199
YMR142C	P40212	S000004750	199
YKL006W	P36105	S000001489	138
YHL001W	P38754	S000000993	138
YLR029C	P05748	S000004019	204
YMR121C	P54780	S000004728	204
YIL133C	P26784	S000001395	199
YNL069C	P26785	S000005013	198
YKL180W	P05740	S000001663	184
YJL177W	P46990	S000003713	184
YOL120C	P0CX49	S000005480	186
YNL301C	P0CX50	S000005245	186
YBR084C-A	P0CX82	S000002156	189
YBL027W	P0CX83	S000000123	189
YPL220W	P0CX43	S000006141	217
YGL135W	P0CX44	S000003103	217
YMR242C	P0CX23	S000004855	172
YOR312C	P0CX24	S000005839	172
YBR191W	Q02753	S000000395	160
YPL079W	Q12672	S000006000	160
YLR061W	P05749	S000004051	121
YFL034C-A	P56628	S000006436	122
YBL087C	P0CX41	S000000183	137
YER117W	P0CX42	S000000919	137
YGL031C	P04449	S000002999	155
YGR148C	P24000	S000003380	155
YOL127W	P04456	S000005487	142
YLR344W	P05743	S000004336	127
YGR034W	P53221	S000003266	127
YHR010W	P0C2H6	S000001052	136
YDR471W	P0C2H7	S000002879	136
YGL103W	P02406	S000003071	149
YFR032C-A	P05747	S000006437	59
YFR031C-A	P0CX45	S000002104	254
YIL018W	P0CX46	S000001280	254
YGL030W	P14120	S000002998	105
YDL075W	P0C2H8	S000002233	113
YLR406C	P0C2H9	S000004398	113
YBL092W	P38061	S000000188	130
YPL143W	P05744	S000006064	107
YOR234C	P41056	S000005760	107
YER056C-A	P87262	S000002135	121
YIL052C	P40525	S000001314	121
YDL191W	P0CX84	S000002350	120
YDL136W	P0CX85	S000002295	120
YMR194W	P05745	S000004807	100
YPL249C-A	O14455	S000006438	100
YLR185W	P49166	S000004175	88
YDR500C	P51402	S000002908	88
YLR325C	P49167	S000004317	78
YJL189W	P04650	S000003725	51
YOR063W	P14126	S000005589	387
YIL148W	P0CH08	S000001410	128
YKR094C	P0CH09	S000001802	128
YDL184C	P0CX86	S000002343	25
YDL133C-A	P0CX87	S000002293	25
YNL162W	P0CX27	S000005106	106
YHR141C	P0CX28	S000001183	106
YPR043W	P0CX25	S000006247	92
YJR094W-A	P0CX26	S000003855	92
YBR031W	P10664	S000000235	362
YDR012W	P49626	S000002419	362
YPL131W	P26321	S000006052	297
YML073C	Q02326	S000004538	176
YLR448W	P05739	S000004440	176
YGL076C	P05737	S000003044	244
YPL198W	Q12213	S000006119	244
YHL033C	P17076	S000001025	256
YLL045C	P29453	S000003968	256
YGL147C	P05738	S000003115	191
YNL067W	P51401	S000005011	191
YML091C	Q02773	S000004556	1202
YHR200W	P38886	S000001243	268
YFR004W	P43588	S000001900	306
YFR052W	P32496	S000001948	274
YLR421C	O13563	S000004413	156
YGL004C	P53196	S000002972	417
YHR027C	P38764	S000001069	993
YIL075C	P32565	S000001337	945
YER021W	P40016	S000000823	523
YDL020C	Q03465	S000002178	531
YDL147W	Q12250	S000002306	445
YDL097C	Q12377	S000002255	434
YPR108W	Q06103	S000006312	429
YOR261C	Q08723	S000005787	338
YDR427W	Q04062	S000002835	393
YDL140C	P04050	S000002299	1733
YPR187W	P20435	S000006391	155
YOR116C	P04051	S000005642	1460
YFL036W	P13433	S000001858	1351
YLR340W	P05317	S000004332	312
YHR062C	P38786	S000001104	293
YDL081C	P05318	S000002239	106
YDL130W	P10622	S000002288	106
YOL039W	P05319	S000005399	106
YDR382W	P02400	S000002790	110
YIR015W	P40571	S000001454	144
YGR214W	P32905	S000003446	252
YLR048W	P46654	S000004038	252
YOR293W	Q08745	S000005819	105
YMR230W	P46784	S000004843	105
YDR025W	P0CX47	S000002432	156
YBR048W	P0CX48	S000000252	156
YOR369C	P48589	S000005896	143
YDR064W	P05756	S000002471	151
YCR031C	P06367	S000000627	137
YJL191W	P39516	S000003727	138
YOL040C	Q01855	S000005400	142
YMR143W	P0CX51	S000004751	143
YDL083C	P0CX52	S000002241	143
YML024W	P02407	S000004486	136
YDR447C	P14127	S000002855	136
YDR450W	P0CX55	S000002858	146
YML026C	P0CX56	S000004488	146
YOL121C	P07280	S000005481	144
YNL302C	P07281	S000005246	144
YLR441C	P33442	S000004433	255
YML063W	P23248	S000004528	255
YHL015W	P38701	S000001007	121
YKR057W	P0C0V8	S000001765	87
YJL136C	Q3E754	S000003672	87
YJL190C	P0C0W1	S000003726	130
YLR367W	Q3E7Y3	S000004359	130
YGR118W	P0CX29	S000003350	145
YPR132W	P0CX30	S000006336	145
YER074W	P0CX31	S000000876	135
YIL069C	P0CX32	S000001331	135
YGR027C	Q3E792	S000003259	108
YLR333C	P0C0T4	S000004325	108
YGL189C	P39938	S000003157	119
YER131W	P39939	S000000933	119
YKL156W	P35997	S000001639	82
YHR021C	P38711	S000001063	82
YOR167C	Q3E7X9	S000005693	67
YLR264W	P0C0X0	S000004254	67
YLR388W	P41057	S000004380	56
YDL061C	P41058	S000002219	56
YGL123W	P25443	S000003091	254
YLR287C-A	P0CX33	S000004278	63
YOR182C	P0CX34	S000005708	63
YLR167W	P05759	S000004157	152
YNL178W	P05750	S000005122	240
YJR145C	P0CX35	S000003906	261
YHR203C	P0CX36	S000001246	261
YJR123W	P26783	S000003884	225
YPL090C	P0CX37	S000006011	236
YBR181C	P0CX38	S000000385	236
YOR096W	P26786	S000005622	190
YNL096C	P48164	S000005040	190
YBL072C	P0CX39	S000000168	200
YER102W	P0CX40	S000000904	200
YPL081W	O13516	S000006002	197
YBR189W	P05755	S000000393	195
YKL145W	P33299	S000001628	467
YDL007W	P40327	S000002165	437
YDR394W	P33298	S000002802	428
YOR259C	P53549	S000005785	437
YOR117W	P33297	S000005643	434
YGL048C	Q01939	S000003016	405
YDR333C	Q05468	S000002741	723
YPL009C	Q12532	S000005930	1038
YMR131C	Q04225	S000004738	511
YIL153W	P40454	S000001415	393
YPL152W	Q12461	S000006073	358
YHR038W	P38771	S000001080	230
YDR065W	Q12167	S000002472	365
YOR305W	Q08774	S000005832	242
YPR116W	Q06109	S000006320	277
YNL213C	P40156	S000005157	214
YDL216C	Q12468	S000002375	440
YOL117W	Q12348	S000005477	645
YHR031C	P38766	S000001073	723
YBL025W	P38204	S000000121	145
YML043C	Q04712	S000004507	507
YKL125W	P36070	S000001608	627
YLR141W	Q02983	S000004131	363
YBL014C	P32786	S000000110	894
YJL025W	P40992	S000003562	514
YMR270C	P53437	S000004883	365
YDR087C	P35178	S000002494	278
YPL012W	Q12754	S000005933	1228
YKL082C	P36080	S000001565	434
YPR143W	Q06511	S000006347	250
YDR412W	Q04031	S000002820	235
YHR065C	P38712	S000001107	501
YOR287C	Q12481	S000005813	300
YHR069C	P38792	S000001111	359
YOL142W	Q08285	S000005502	240
YDL111C	Q12277	S000002269	265
YCR035C	P25359	S000000631	394
YDR280W	Q05636	S000002688	305
YGR095C	P53256	S000003327	223
YMR229C	Q05022	S000004842	1729
YOR001W	Q12149	S000005527	733
YCL031C	P25368	S000000536	297
YDR083W	P38961	S000002490	392
YPR137W	Q06506	S000006341	573
YOR294W	Q08746	S000005820	203
YBL048W	P38192	S000000144	103
YCR045C	P25381	S000000641	491
YER066W	P40042	S000000868	185
YIL127C	P40470	S000001389	206
YLR162W-A	Q3E811	S000028567	62
YNL105W	P50943	S000005049	142
YBR246W	P38332	S000000450	387
YFR032C	P43607	S000001928	289
YGL146C	P53117	S000003114	311
YLL030C	Q07829	S000003953	113
YOL048C	Q08219	S000005408	342
YPL193W	Q08932	S000006114	381
YLR221C	Q05942	S000004211	220
YCR072C	P25382	S000000668	515
YOR049C	Q08417	S000005575	382
YGR056W	P53236	S000003288	928
YLR357W	Q06488	S000004349	889
YDR303C	Q06639	S000002711	885
YHR056C	P38781	S000001098	883
YKR008W	Q02206	S000001716	625
YLR033W	Q07979	S000004023	502
YCR052W	P25632	S000000648	483
YFR037C	P43609	S000001933	557
YML127W	Q03124	S000004596	581
YML049C	Q04693	S000004513	1361
YMR030W	Q05043	S000004632	376
YJR127C	P46974	S000003888	1380
YDR041W	Q03201	S000002448	203
YER050C	P40033	S000000852	138
YNR037C	P53733	S000005320	91
YKL155C	P36056	S000001638	628
YGL129C	Q01163	S000003097	450
YDR175C	Q03976	S000002582	319
YIL093C	P40496	S000001355	264
YJR101W	P47141	S000003862	266
YGR215W	P53305	S000003447	110
YDR494W	Q03430	S000002902	361
YJR113C	P47150	S000003874	247
YMR266W	Q03516	S000004879	953
YER125W	P39940	S000000927	809
YGR152C	P13856	S000003384	272
YGR213C	P53047	S000003445	317
YOL138C	Q08281	S000005498	1341
YBR147W	P38279	S000000351	296
YHR087W	P38804	S000001129	111
YNL254C	P53850	S000005198	401
YOR118W	Q12108	S000005644	567
YPL183W-A	O14464	S000007224	93
YGL244W	P53064	S000003213	558
YOL067C	P32607	S000005428	177
YGL252C	P32608	S000003221	588
YBL103C	P38165	S000000199	486
YDL025C	Q12100	S000002183	620
YDR233C	Q04947	S000002641	295
YDL204W	Q12443	S000002363	393
YMR185W	Q12751	S000004797	981
YER139C	P40084	S000000941	226
YDR066C	Q12378	S000002473	196
YOR014W	P38903	S000005540	757
YOR077W	P40962	S000005603	232
YGR161C	P53289	S000003393	263
YJL047C	P47050	S000003583	842
YGR275W	P53330	S000003507	157
YDR289C	Q05543	S000002697	409
YER104W	P40063	S000000906	208
YNL206C	P40161	S000005150	455
YHR154W	P38850	S000001197	1070
YLL002W	Q07794	S000003925	436
YPL183C	Q08924	S000006104	1013
YDR139C	Q03919	S000002546	77
YOR216C	Q12234	S000005742	484
YOR138C	Q12242	S000005664	671
YDR190C	Q03940	S000002598	463
YPL235W	Q12464	S000006156	471
YCR009C	P25343	S000000602	265
YDR388W	P39743	S000002796	482
YBR095C	P38255	S000000299	430
YDL076C	Q07458	S000002234	294
YKL212W	P32368	S000001695	623
YDR159W	P46674	S000002566	1301
YDR129C	P32599	S000002536	642
YDR389W	P17121	S000002797	654
YFR005C	P43589	S000001901	448
YGL175C	P46946	S000003143	345
YHR079C-A	P89114	S000001957	91
YBR280C	P38352	S000000484	637
YJR004C	P20840	S000003764	650
YER043C	P39954	S000000845	449
YER129W	P38990	S000000931	1142
YNL083W	D6W196	S000005027	494
YLR180W	P10659	S000004170	382
YDR502C	P19358	S000002910	384
YPL274W	Q08986	S000006195	587
YHR083W	P14693	S000001125	329
YMR060C	P50110	S000004664	327
YPL273W	Q08985	S000006194	325
YNL026W	P53969	S000004971	484
YDR143C	P22470	S000002550	610
YER047C	P39955	S000000849	897
YFR040W	P43612	S000001936	1002
YJL098W	P40856	S000003634	1058
YKR028W	P36123	S000001736	1033
YMR263W	P38429	S000004876	201
YGL229C	P53036	S000003198	818
YPL218W	P20606	S000006139	190
YDL153C	Q12136	S000002312	610
YMR127C	P40963	S000004734	338
YBL052C	P34218	S000000148	831
YDR181C	Q04003	S000002589	481
YOR213C	Q99314	S000005739	248
YCR008W	P25333	S000000601	603
YAL027W	P39735	S000000025	261
YGR263C	P53324	S000003495	424
YKL117W	P28707	S000001600	216
YDR351W	P42223	S000002759	864
YHR103W	P38814	S000001145	852
YER087C-B	P52870	S000002128	82
YER019C-A	P52871	S000002127	88
YHL034C	P10080	S000001026	294
YDR180W	Q04002	S000002588	1493
YER147C	P40090	S000000949	624
YOR329C	P34758	S000005856	872
YPR129W	P45978	S000006333	349
Q0160	P03882	S000007279	235
YHR205W	P11792	S000001248	824
YMR214W	P25303	S000004827	377
YGL011C	P21243	S000002979	252
YDL139C	Q12334	S000002298	223
YGR049W	P32564	S000003281	187
YBR037C	P23833	S000000241	295
YBR024W	P38072	S000000228	301
YOR367W	Q08873	S000005894	200
YJL080C	P06105	S000003616	1222
YER120W	P40075	S000000922	244
YBL091C-A	Q6Q595	S000007228	175
YGL126W	P53012	S000003094	380
YMR272C	Q03529	S000004885	384
YBL011W	P32784	S000000107	759
YMR305C	Q04951	S000004921	389
YGL028C	P53189	S000002996	542
YGR279C	P53334	S000003511	386
YGL083W	P53009	S000003051	804
YGR245C	P53313	S000003477	767
YDR469W	Q03323	S000002877	175
YLL016W	P0CF34	S000003939	1048
YKL148C	Q00711	S000001631	640
YLL041C	P21801	S000003964	266
YKL141W	P33421	S000001624	198
YDR178W	P37298	S000002585	181
YOL071W	Q08230	S000005432	162
YDR379C-A	Q3E785	S000007605	79
YDR511W	Q04401	S000002919	133
YBR269C	P38345	S000000473	138
YIL167W	P0CF22	S000001429	210
YLR022C	Q07953	S000004012	250
YIL113W	P40479	S000001375	209
YKL193C	P36047	S000001676	338
YGL056C	P53172	S000003024	527
YBR214W	P38314	S000000418	527
YIL084C	P40505	S000001346	327
YGL224C	P53078	S000003192	280
YBL104C	P38164	S000000200	1038
YDR164C	P30619	S000002571	724
YLR166C	Q06245	S000004156	871
YIR022W	P15367	S000001461	167
YNR026C	P11655	S000005309	471
YLR208W	Q04491	S000004198	297
YMR079W	P24280	S000004684	304
YGL233W	P22224	S000003202	910
YPL085W	P48415	S000006006	2195
YBL050W	P32602	S000000146	292
YBR080C	P18759	S000000284	758
YNL272C	P17065	S000005216	759
YDR498C	P28791	S000002906	383
YNL287W	P32074	S000005231	935
YLR268W	P22214	S000004258	214
YPR181C	P15303	S000006385	768
YIL109C	P40482	S000001371	926
YDR238C	P41810	S000002646	973
YGL137W	P41811	S000003105	889
YIL076W	P40509	S000001338	296
YDL195W	P38968	S000002354	1273
YLR440C	Q12745	S000004432	709
YER008C	P33332	S000000810	1336
YFL005W	P07560	S000001889	215
YDR166C	P89102	S000002573	971
YFL045C	P07283	S000001849	254
YMR013C	P20048	S000004615	519
YIL068C	P32844	S000001330	805
YLR378C	P32915	S000004370	480
YPL094C	P21825	S000006015	274
YOR254C	P14906	S000005780	663
YML105C	P29478	S000004573	273
YBR171W	P33754	S000000375	206
YDR170C	P11075	S000002577	2009
YLR292C	P39742	S000004283	193
YPR055W	P32855	S000006259	1065
YGR009C	P40357	S000003241	651
YDR077W	Q01589	S000002484	338
YCR067C	P25365	S000000663	1065
YLR026C	Q01590	S000004016	340
YBL066C	P34228	S000000162	1148
YMR086W	Q04279	S000004692	960
YKL105C	P34250	S000001588	1132
YGL100W	P53011	S000003068	349
YLR404W	Q06058	S000004396	285
YDR363W-A	O94742	S000007235	89
YLR430W	Q00416	S000004422	2231
YMR059W	Q04675	S000004663	128
YLR105C	P16658	S000004095	377
YAR008W	P39707	S000000066	275
YPL083C	Q02825	S000006004	467
YAL067C	P39709	S000000062	593
YOR184W	P33330	S000005710	395
YGR208W	P42941	S000003440	309
YER081W	P40054	S000000883	469
YIL074C	P40510	S000001336	469
YDR023W	P07284	S000002430	462
YHR119W	P38827	S000001161	1080
YJL168C	P46995	S000003704	733
YKR029C	P36124	S000001737	751
YJL105W	P42948	S000003641	560
YHR207C	P38890	S000001250	526
YPL165C	Q12529	S000006086	373
YOR165W	Q99287	S000005691	776
YDL168W	P32771	S000002327	386
YNL049C	P53953	S000004994	876
YHR098C	P38810	S000001140	929
YJR095W	P33303	S000003856	322
YOR315W	Q12507	S000005842	346
YLR321C	Q06168	S000004313	426
YJL145W	P47008	S000003681	294
YLL003W	Q12369	S000003926	946
YKL051W	P35735	S000001534	353
YOR140W	P20134	S000005666	766
YOR021C	Q12314	S000005547	213
YLR403W	P32432	S000004395	683
YKL006C-A	P43682	S000002101	97
YBL102W	P38166	S000000198	215
YIL099W	P08019	S000001361	549
YLR336C	Q06132	S000004328	899
YPR198W	P33335	S000006402	543
YPL047W	Q03067	S000005968	99
YCL010C	P25554	S000000516	259
YGL066W	P53165	S000003034	657
YJR134C	P47166	S000003895	707
YIR001C	P40561	S000001440	250
YOR073W	Q08490	S000005599	590
YMR190C	P35187	S000004802	1447
YOR057W	Q08446	S000005583	395
YOR007C	Q12118	S000005533	346
YPR161C	P23293	S000006365	657
YKR043C	P36136	S000001751	271
YER096W	P39000	S000000898	512
YBL031W	P38200	S000000127	338
YGL228W	P53075	S000003197	577
YKL130C	P36068	S000001613	246
YBR130C	P38272	S000000334	425
YOR035C	P51534	S000005561	789
YDR393W	Q04172	S000002801	456
YBR258C	P38337	S000000462	142
YMR118C	Q04487	S000004724	196
YLR164W	Q06236	S000004154	168
YBR263W	P37292	S000000467	490
YLR058C	P37291	S000004048	469
YER118C	P40073	S000000920	367
YBL058W	P34223	S000000154	423
YIL104C	P40486	S000001366	507
YDL212W	Q02774	S000002371	210
YOL110W	P41912	S000005470	237
YDL225W	Q07657	S000002384	551
YHL006C	P38751	S000000998	150
YDR078C	P38957	S000002485	223
YGR112W	P53266	S000003344	389
YOR137C	Q12212	S000005663	622
YLR079W	P38634	S000004069	284
YBR103W	P38262	S000000307	535
YOL031C	Q08199	S000005391	421
YIL123W	P40472	S000001385	476
YOL004W	P22579	S000005364	1536
YNL236W	P32259	S000005180	974
YDR422C	P32578	S000002830	815
YMR175W	P50263	S000004787	79
YGL208W	P34164	S000003176	415
YNL257C	P38717	S000005201	1229
YJL089W	P46954	S000003625	829
YMR140W	P40210	S000004748	489
YKR101W	P21691	S000001809	654
YDL042C	P06700	S000002200	562
YLR442C	P06701	S000004434	978
YDR227W	P11978	S000002635	1358
YNL007C	P25294	S000004952	352
YKR072C	P36024	S000001780	562
YEL065W	P39980	S000000791	628
YDL047W	P20604	S000002205	311
YNL032W	P53965	S000004977	281
YDR409W	Q04195	S000002817	904
YKR100C	P36169	S000001808	355
YLR187W	Q06315	S000004177	1026
YHR149C	P32900	S000001192	734
YLR398C	P35207	S000004390	1287
YPR189W	P17883	S000006393	1432
YGR195W	P46948	S000003427	246
YOR076C	Q08491	S000005602	747
YGL213C	Q02793	S000003181	397
YOL113W	Q12469	S000005473	655
YGR143W	P33336	S000003375	771
YHR206W	P38889	S000001249	622
YNL167C	Q02100	S000005111	647
YDR328C	P52286	S000002736	194
YNL311C	P42843	S000005255	763
YPL026C	Q12505	S000005947	502
YBL061C	P34226	S000000157	696
YMR216C	Q03656	S000004829	742
YBL007C	P32790	S000000103	1244
YNL243W	P33338	S000005187	968
YDL052C	P33333	S000002210	303
YKL108W	P34252	S000001591	453
YGL113W	P53135	S000003081	668
YDR489W	Q03406	S000002897	294
YOR060C	Q08457	S000005586	257
YDR515W	Q12034	S000002923	447
YOR008C	P54867	S000005534	378
YGR271W	P53327	S000003503	1967
YGR212W	P53304	S000003444	468
YBR156C	P38283	S000000360	698
YOR195W	Q08581	S000005721	821
YIL105C	P40485	S000001367	686
YNL047C	P53955	S000004992	656
YDL033C	Q12093	S000002191	417
YBR077C	P38247	S000000281	162
YCR024C	P25345	S000000618	492
YBR266C	P38343	S000000470	150
YIL147C	P39928	S000001409	1220
YER180C-A	Q3E784	S000028437	85
YOR154W	Q12232	S000005680	587
YLR139C	P42900	S000004129	643
YHR030C	Q00772	S000001072	484
YDR088C	Q02775	S000002495	382
YBR228W	P38324	S000000432	304
YLR135W	Q12098	S000004125	748
YDL013W	P32828	S000002171	619
YER116C	P40072	S000000918	274
YGR081C	P53251	S000003313	210
YDR189W	P22213	S000002597	666
YOR307C	P22215	S000005834	453
YNL196C	P40167	S000005140	298
YPL027W	Q02651	S000005948	245
YML066C	Q04658	S000004531	369
YER029C	P40018	S000000831	196
YFL008W	P32908	S000001886	1225
YFR031C	P38989	S000001927	1170
YJL074C	P47037	S000003610	1230
YLR086W	Q12267	S000004076	1418
YOL034W	Q08204	S000005394	1093
YLR383W	Q12749	S000004375	1114
YGR074W	Q02260	S000003306	146
YLR275W	Q06217	S000004265	110
YLR147C	P43321	S000004137	101
YOR159C	Q12330	S000005685	94
YOL122C	P38925	S000005482	575
YHR050W	P38778	S000001092	549
YLR034C	Q12078	S000004024	473
YGR229C	P32566	S000003461	505
YPR054W	P41808	S000006258	388
YML058W	Q04964	S000004523	104
YNR015W	P53720	S000005298	384
YBR182C	P38128	S000000386	452
YOR149C	Q04174	S000005675	516
YDR510W	Q12306	S000002918	101
YFL017W-A	P40204	S000002965	77
YPR182W	P54999	S000006386	86
YKL079W	P32364	S000001562	656
YBR172C	P32909	S000000376	740
YDR525W-A	P56508	S000007236	79
YJL151C	P14359	S000003687	133
YDL123W	Q07549	S000002281	140
YAL030W	P31109	S000000028	117
YOR327C	P33328	S000005854	115
YDR186C	Q04007	S000002594	877
YDR073W	P38956	S000002480	169
YNR023W	P53628	S000005306	566
YDR477W	P06782	S000002885	633
YOR290C	P22082	S000005816	1703
YDL194W	P10870	S000002353	884
YGL115W	P12904	S000003083	322
YBR289W	P18480	S000000493	905
YHL025W	P18888	S000001017	332
YLR025W	P39929	S000004015	240
YPL002C	Q12483	S000005923	233
YGR197C	P46950	S000003429	547
YIL016W	P40548	S000001278	159
YDR478W	P40993	S000002886	198
YNL086W	P48232	S000005030	102
YMR095C	Q03144	S000004701	224
YNL334C	P53823	S000005278	222
YFL060C	P43544	S000001834	222
YMR322C	Q04902	S000004941	237
YIL061C	Q00916	S000001323	300
YDR011W	P32568	S000002418	1501
YCR033W	P25357	S000000629	1226
YGL131C	P53127	S000003099	1403
YPR101W	Q06091	S000006305	175
YKL173W	P36048	S000001656	1008
YEL026W	P39990	S000000752	126
YDL098C	Q12368	S000002256	194
YDR240C	Q03782	S000002648	492
YOR308C	Q12420	S000005835	587
YGR013W	P53207	S000003245	620
YOR357C	Q08826	S000005884	162
YDR425W	Q04053	S000002833	625
YJL036W	P47057	S000003573	423
YMR096W	Q03148	S000004702	297
YNL333W	P53824	S000005277	298
YFL059W	P43545	S000001835	298
YJR104C	P00445	S000003865	154
YHR008C	P00447	S000001050	233
YLL011W	P33750	S000003934	489
YOR353C	Q08817	S000005880	791
YGL127C	P38633	S000003095	127
YDR006C	P40317	S000002413	901
YMR016C	P53438	S000004618	785
YNR034W	P50278	S000005317	321
YCR073W-A	P37262	S000000718	315
YHR163W	P38858	S000001206	249
YGR248W	P53315	S000003480	255
YEL059C-A	Q05676	S000002954	74
YJL192C	P39543	S000003728	234
YJR159W	P35497	S000003920	357
YDL246C	Q07786	S000002405	357
YMR066W	Q04748	S000004670	898
YLL021W	P23201	S000003944	1466
YCL054W	P25582	S000000559	841
YFL002C	P25808	S000001894	606
YJR010C-A	P46965	S000003770	94
YGL093W	P53148	S000003061	917
YDR356W	P32380	S000002764	944
YDR201W	Q03954	S000002609	165
YMR117C	Q04477	S000004723	213
YER018C	P40014	S000000820	221
YPL124W	P33419	S000006045	253
YML055W	Q04969	S000004519	178
YLR066W	Q12133	S000004056	184
YKR037C	P36131	S000001745	295
YKL042W	P36094	S000001525	363
YAL047C	P39723	S000000045	622
YHR172W	P38863	S000001215	823
YNL126W	P53540	S000005070	846
YKL184W	P08432	S000001667	466
YOL052C	P21182	S000005412	396
YPR069C	Q12074	S000006273	293
YLR146C	Q12455	S000004136	300
YEL031W	P39986	S000000757	1215
YGR236C	P50088	S000003468	95
YDR504C	Q04398	S000002912	127
YMR107W	Q04438	S000004713	115
YMR191W	P42933	S000004803	373
YLR313C	Q06160	S000004305	661
YER150W	P40092	S000000952	148
YHR136C	P38839	S000001178	148
YPR133C	Q06505	S000006337	410
YNL012W	P53541	S000004957	631
YHL022C	P23179	S000001014	398
YHR152W	P17123	S000001195	173
YHR014W	P23624	S000001056	291
YKR031C	P36126	S000001739	1683
YHR153C	P17122	S000001196	198
YPL130W	Q03029	S000006051	223
YMR017W	Q04359	S000004619	397
YOL091W	Q12411	S000005451	609
YIL073C	P40511	S000001335	975
YBR250W	P33757	S000000454	523
YAL009W	P18410	S000000007	259
YDR104C	Q03868	S000002511	1245
YER046W	P40031	S000000848	143
YGL170C	P45819	S000003138	413
YLL005C	Q07798	S000003928	868
YLR341W	Q06134	S000004333	477
YPL138C	Q03012	S000006059	353
YOR148C	Q02521	S000005674	185
YBR152W	P38282	S000000356	291
YLR424W	Q06411	S000004416	708
YDR464W	P38904	S000002872	1435
YOR190W	P32603	S000005716	445
YDR218C	Q04921	S000002626	423
YGR059W	P41901	S000003291	512
YER115C	Q01684	S000000917	191
