YORF	BY008_T1	BY008_T2	BY008_T3	BY008_T4	BY008_T5	BY008_T6	BY008_T7	BY008_T8	BY013_T1	BY013_T0	BY013_T2	BY013_T3	BY013_T4	BY013_T5	BY013_T6	BY013_T7	BY013_T8	BY005_T1	BY005_T2	BY005_T3	BY005_T4	BY005_T5	BY005_T6	BY005_T7	BY005_T8
YGL202W	15147.1	12089.1	10885.4	10738.7	9540.2	9262.2	12648.0	11125.1	11298.6	11813.5	11806.0	11841.7	12093.1	12981.0	14308.6	16048.0	14939.9	10935.0	10442.0	10614.4	11098.6	10806.9	14367.7	16829.3	10398.7
YPL224C	880.9	676.7	541.1	507.2	470.2	450.2	590.1	866.0	870.7	934.1	1009.4	1031.4	1144.9	1279.9	1262.4	1106.0	981.0	877.5	824.8	997.1	1327.8	1385.8	1519.6	1192.7	889.4
YFR053C	12315.0	12671.8	12240.5	10296.1	3787.6	1219.8	1225.6	4138.4	5738.7	7456.5	8972.9	12346.8	16238.6	19261.8	19265.5	18195.5	17231.8	4795.7	4868.3	8737.8	15282.9	16952.9	12028.9	13446.4	19478.4
YNL048W	3466.1	3448.6	2599.1	2660.1	2414.6	2346.9	2404.6	2715.1	3492.9	3252.2	3573.0	3303.9	3285.7	3479.4	3689.5	3584.2	3147.6	3465.6	3257.3	3252.1	3273.8	2958.4	3317.1	2839.3	2917.7
YMR315W-A	105.6	69.1	83.7	122.2	152.9	174.1	188.8	256.6	79.5	89.4	66.8	94.0	109.6	99.1	71.2	86.7	91.3	89.2	100.9	97.4	112.9	88.1	140.8	50.1	57.2
YHR045W	3191.6	3305.7	2563.0	2544.4	2821.0	3228.2	3258.5	2964.9	2982.7	2573.2	2846.3	2632.7	2477.3	2338.2	2270.2	2117.5	1887.1	2875.5	3192.3	2859.5	2688.3	2189.8	2383.9	2170.3	1973.0
YOR317W	14832.0	14350.1	11889.2	9470.3	6539.5	5465.9	6338.6	6517.4	7842.0	8809.1	8890.5	10027.5	11135.9	12636.3	15034.4	14387.2	13504.2	7922.6	8039.1	8011.0	10551.9	11270.4	12245.5	10230.9	8255.4
YPL268W	1750.3	2026.4	1753.3	1718.6	1889.2	2010.4	2139.0	1607.7	1683.4	1666.5	1586.4	1428.0	1393.8	1379.1	1419.2	1602.1	1561.1	1650.5	1702.4	1533.0	1505.6	1322.5	1576.7	1637.8	1559.3
YLR254C	2897.8	3005.3	1606.7	1563.6	1877.9	2023.8	1835.4	1382.3	1339.5	1357.7	1449.6	1597.0	1680.7	2052.8	2165.1	2656.2	2753.0	1313.2	1524.1	1618.4	1604.0	1657.2	1840.2	2189.5	2620.2
YDR139C	4308.9	4376.4	3472.0	3477.8	3755.7	3910.9	4275.0	3589.4	3940.1	3696.0	3907.4	4022.9	3823.1	3906.7	3827.9	4385.9	4484.4	5569.1	6539.5	5168.7	4522.0	4958.9	5506.5	6349.6	6096.1
YPL087W	6993.6	5455.7	3519.7	2333.1	1651.2	1419.1	3116.6	3971.2	3709.4	3650.4	4312.3	4904.6	5755.4	6676.0	8311.7	8015.0	6988.1	3311.8	3321.3	4183.8	5724.2	6492.9	8312.7	6822.3	5980.4
YCL073C	363.0	382.2	297.7	238.4	160.8	180.3	180.3	90.6	437.9	405.1	489.0	470.8	540.5	741.4	854.3	734.2	599.7	142.5	157.9	339.4	350.4	337.9	376.3	499.2	334.5
YBL098W	1714.3	1653.7	1709.1	1879.1	1938.1	2194.9	2259.5	2738.7	3171.5	3319.2	3147.3	3142.9	3017.0	2619.7	2153.8	2170.4	2079.8	3722.4	3809.4	3506.6	3395.2	3153.9	2873.0	2358.3	2023.0
YGL146C	187.3	246.8	262.2	227.2	166.8	72.4	109.6	83.5	142.5	125.4	139.1	160.3	175.3	216.1	291.5	471.2	339.0	114.8	123.0	157.7	185.9	233.4	354.3	222.8	324.7
YHR083W	3459.1	2686.0	2369.0	2165.1	2149.6	1860.9	2991.3	3977.8	4268.1	4324.6	4463.5	4367.3	4360.0	4256.5	3897.0	3888.1	4112.9	4118.7	3862.0	4338.7	4482.2	4200.6	4290.8	3954.7	3640.6
YLR156W	1028.0	573.0	239.3	272.6	262.0	376.3	309.9	401.4	289.5	282.7	344.5	393.1	454.1	552.3	740.7	972.3	972.9	188.2	195.3	293.8	405.4	385.8	584.5	544.2	463.8
YOR254C	5065.4	5518.0	6348.4	7070.6	6959.8	7234.8	6678.5	5356.1	5764.0	5308.0	5533.7	5083.0	4712.7	4246.5	3761.3	3694.9	3315.4	6079.0	6316.2	5594.0	5016.3	4099.0	3836.7	4156.9	3761.2
YPR019W	3733.9	3542.1	2365.6	1890.3	2169.1	2451.0	2872.3	3164.4	2794.3	2809.7	2693.0	2620.9	2578.6	2688.2	2933.7	3015.4	2820.6	2773.6	2924.9	2825.6	2885.1	2417.1	2850.8	2812.4	3095.5
YGL188C-A	49.8	188.8	435.2	243.1	495.3	275.0	230.8	108.5	303.8	173.3	145.2	118.5	67.2	15.0	21.6	12.8	28.1	217.7	225.6	56.8	23.6	14.0	14.7	14.3	25.7
YOR361C	3763.3	5459.6	8155.2	9526.0	9076.4	9800.2	8368.5	8157.2	5848.8	5900.2	5520.4	4965.1	4157.1	3466.9	2374.6	2300.8	2496.6	6811.3	6774.8	5901.7	4852.4	3160.5	2166.8	1746.9	2635.9
YJL190C	9711.0	11359.6	13789.3	15104.6	15408.5	15838.8	16344.0	17213.2	16673.3	16168.4	16143.0	15833.5	15012.1	13925.9	8133.1	3229.8	3448.6	17690.8	17202.8	17098.3	15463.3	15289.1	11134.7	1538.4	2118.1
YKR014C	5283.1	4024.8	2946.1	2508.0	2410.3	2772.6	4535.7	3799.9	4443.3	4536.7	4694.3	5053.5	5251.2	5975.6	6534.3	6379.0	6537.0	4543.1	4470.1	5055.4	5418.5	5934.7	6372.3	8083.6	7773.0
YDR087C	1002.0	2531.5	5570.1	7180.7	7106.3	7515.0	5558.4	3616.4	3451.5	3040.2	2497.5	1738.0	1168.4	680.3	247.9	353.8	530.7	3826.9	4066.8	3144.6	2008.0	854.5	378.5	263.5	915.4
YER110C	3970.9	4263.5	6729.3	8298.2	9175.1	10834.6	8534.6	7545.3	6475.0	6542.5	5649.8	5045.8	4204.9	3200.5	1313.9	1345.5	2279.0	6976.8	6762.2	6318.8	5816.0	4491.8	2373.3	1730.8	4432.3
YBR225W	1314.3	1264.7	763.9	626.9	559.8	617.4	1033.8	910.9	869.4	935.1	963.7	961.5	1122.7	1284.9	1321.4	1516.1	1441.1	823.5	785.3	937.1	1226.9	1128.3	1153.3	1514.9	1458.2
YDR392W	2260.5	1919.3	1264.5	1350.6	1379.8	1469.7	1614.6	1783.3	1746.5	1834.8	1873.7	1953.0	2070.8	2365.2	2381.8	2202.3	2377.8	1687.9	1788.3	1944.7	2237.4	2111.5	2100.3	1986.3	2161.4
YCR024C	1560.7	1363.4	602.6	666.9	915.0	1076.7	1023.0	792.3	936.7	973.4	1066.8	1133.1	1287.8	1505.9	1670.6	1761.7	1425.9	789.9	897.4	967.1	1263.0	1456.7	1677.2	1457.0	1133.3
YDR051C	3887.3	3846.5	3218.6	3357.5	3579.7	3527.7	3339.1	4037.1	3558.3	3598.0	3542.3	3494.1	3391.8	3298.4	3336.8	3053.6	3054.9	4133.8	4545.5	3949.7	3700.1	3154.2	3056.2	2857.8	3274.4
YOL012C	7053.1	6820.8	5903.6	5255.8	4685.8	3885.0	3687.1	4362.2	5620.0	5756.0	5758.0	5862.0	5991.7	5769.1	5987.0	5954.5	5682.2	5519.7	5942.8	5940.9	5639.2	5206.9	4651.7	4846.3	6081.4
YOR136W	4241.1	4586.3	4999.6	5559.8	7689.8	5258.5	1736.5	2661.2	3519.2	3953.4	4263.4	5252.3	6318.4	7860.3	8555.2	11100.4	10137.3	2832.9	2810.8	4109.4	5975.8	6966.9	9382.0	10943.0	9988.3
YHR042W	10874.6	10818.7	9927.5	9890.5	9730.9	10618.3	11581.7	10774.6	10559.5	9684.2	10434.9	9961.6	9585.5	9192.2	9193.0	11452.6	10796.0	9524.2	9805.5	10142.7	9638.4	8864.4	8888.1	10602.7	10561.2
YBR189W	12766.7	13505.3	16669.3	17811.8	18944.7	19335.3	18859.9	19628.7	19256.5	18802.3	18595.1	18905.3	18311.7	16626.4	10876.3	4494.1	4698.0	19625.3	19601.7	19621.2	18993.4	18368.9	15629.2	2182.1	2663.5
YPL160W	8699.8	8662.8	10689.5	11395.5	11429.4	11836.8	10466.1	9983.1	10307.9	10890.9	10376.5	9997.3	9510.5	9052.0	7307.4	5392.7	4786.0	10946.2	10826.7	10264.0	10421.6	8731.6	6623.9	4243.7	5297.1
YCR044C	2114.9	1823.1	2057.4	2201.6	2422.0	2291.7	2559.9	3172.1	3656.8	3495.0	3739.1	3437.4	3370.8	3179.3	2810.7	2369.9	2435.4	3483.2	3571.9	3565.8	3616.0	3120.2	2831.7	2351.6	2282.2
YHR150W	1103.9	1054.6	767.4	688.8	729.5	834.8	1271.8	742.8	1039.9	967.9	982.2	892.8	813.0	877.3	953.9	978.4	1098.2	931.7	917.8	935.9	994.1	836.1	1131.2	1254.8	1506.2
YHR100C	2855.2	2581.4	1763.2	1694.2	1483.6	1306.8	1723.7	2155.3	1951.8	1874.1	1894.5	1744.6	1684.0	1724.4	1853.1	1914.8	2087.5	1687.0	1867.1	2003.5	1699.7	1509.9	1932.3	2491.3	2287.5
YGR038W	4418.2	3578.7	2388.6	2021.2	2030.8	2286.0	2708.6	3736.0	4745.9	4535.5	4790.1	4817.4	4746.6	4825.7	4856.1	3624.9	3704.5	4581.0	4660.2	4644.3	4742.0	4177.2	4707.5	3453.9	3356.9
YMR070W	2017.0	1408.1	1103.0	1101.1	1117.3	1649.7	1071.9	983.5	1037.0	1048.4	1088.2	1049.6	1160.9	1327.0	1314.1	1600.8	1470.8	1050.8	1092.5	1479.0	1534.5	1493.8	1129.6	1332.0	1432.9
YGL180W	2386.9	2094.6	1237.5	970.1	463.6	335.3	745.0	765.5	765.6	816.9	903.3	1020.8	1335.1	1859.9	2456.8	2200.7	2384.2	722.7	722.2	867.1	1455.9	1849.1	2169.7	2744.1	2686.2
YGL113W	864.0	929.7	754.1	764.8	927.1	1105.5	837.7	1257.8	860.1	855.4	834.2	708.6	660.7	600.2	629.0	724.7	690.4	947.6	947.4	819.7	640.6	592.9	582.7	652.1	791.9
YGL158W	87.2	251.4	459.2	323.0	322.2	383.1	345.1	170.9	91.8	88.8	77.4	84.9	85.7	76.4	78.7	151.1	161.8	91.9	101.2	119.7	124.9	75.5	70.6	46.0	60.8
YCR033W	3365.9	3402.5	3560.8	3418.5	3651.4	3921.3	3545.0	2862.9	2756.9	2740.0	2581.5	2482.2	2412.6	2435.0	2535.6	2996.4	2832.9	2282.0	2347.7	2391.3	2473.2	2121.8	2162.9	2491.0	2612.2
YBR001C	4400.0	4260.6	2121.4	1344.8	1064.5	1214.5	1478.2	1751.4	2176.3	2375.7	2608.6	2903.9	3331.0	3986.9	4495.8	5409.8	5650.1	1942.3	2088.3	2358.0	3232.5	3042.5	2837.9	2997.5	3350.9
YNL302C	12834.0	13708.0	14694.2	14484.0	14754.9	15095.3	15951.9	16041.1	16441.3	15357.9	16079.9	15200.2	15913.2	14649.0	13006.9	7340.6	7220.4	15931.8	15317.8	15484.4	14261.1	16315.1	13399.5	5274.0	6271.9
YIL056W	2526.4	3508.2	2471.6	2098.3	1687.6	2146.2	4121.1	2637.2	1988.8	1915.2	1986.2	2154.0	2399.0	2390.5	1918.4	2261.2	2310.4	1820.8	1903.9	2291.0	2232.0	1426.3	1493.2	2107.0	1641.6
YJR024C	5433.9	5058.9	4529.3	4928.7	4706.9	4954.9	3951.0	4994.7	4943.5	4692.9	4821.8	4527.7	4408.9	4238.3	3906.7	3431.4	3500.0	5902.6	6371.1	6077.6	5340.0	5030.6	4582.3	4067.2	4651.7
YHR190W	9897.2	8558.7	6564.0	5222.5	3422.7	2726.0	5817.2	6444.4	6964.6	7491.0	7515.4	7566.0	8058.7	8754.3	10531.4	11208.9	11146.4	6426.1	5944.4	6682.5	7821.9	8144.2	10287.4	11676.3	10936.5
YOR358W	1322.8	949.2	639.4	607.8	682.0	717.4	1260.5	975.9	1048.0	1049.8	1127.1	1164.6	1318.7	1479.3	1508.7	1408.1	1297.4	883.2	946.0	1253.4	1508.5	1566.1	1729.3	1503.1	1609.6
YKL217W	502.9	551.8	661.9	617.8	609.9	551.3	563.0	660.3	540.0	606.5	619.2	419.6	508.1	514.3	568.0	489.6	466.8	401.7	430.1	484.0	483.0	467.8	446.6	277.9	252.0
YPL163C	6702.9	6631.9	4418.5	2896.4	2146.4	2465.5	1850.5	4172.8	6646.3	6016.7	6754.9	6866.1	6527.9	6322.1	6903.1	11462.7	9165.2	6187.1	6340.1	6528.4	5813.2	4825.8	5527.6	9455.9	6724.8
YDR359C	1503.1	1228.5	1794.7	2067.7	2117.4	2508.3	1152.6	1085.0	1172.3	1134.2	1106.4	1064.4	976.6	992.4	1056.3	1265.9	1330.0	1298.6	1343.1	1073.5	1114.7	907.0	977.7	1339.1	1324.0
YOR149C	1271.8	1055.9	1039.9	1027.4	1139.4	1444.7	1329.6	1202.3	1358.9	1212.8	1295.1	1229.6	1096.4	1153.9	1094.2	1390.8	1400.8	1424.4	1413.0	1230.4	1314.9	1202.6	1451.6	1368.2	1423.6
YPL122C	1421.2	1387.1	1383.0	1590.9	2141.9	2174.7	2150.7	2687.4	2174.8	2150.9	1972.8	1762.7	1623.3	1467.3	1280.2	1138.7	1128.0	2239.1	2214.0	2083.7	1978.4	1574.9	1354.9	1248.6	1352.4
YIL137C	2350.3	2418.6	1960.9	1851.1	1580.9	1568.5	2465.9	2500.9	2278.2	2410.9	2458.9	2468.2	2508.6	2687.2	2614.2	2516.5	2297.7	2098.7	2082.7	2085.0	2362.3	2186.2	2311.6	2248.8	2215.7
YGR241C	3644.5	3571.1	2303.9	1938.3	1608.3	1810.5	2931.3	2870.1	2580.1	2636.9	2824.0	2787.8	2890.7	3213.0	2959.7	3473.0	3228.1	2237.3	2216.2	2609.6	3170.4	2661.6	2495.7	2410.6	2046.5
YGL245W	18477.8	17516.7	15894.7	15315.5	14265.9	14131.3	14560.4	14846.7	15457.1	15842.1	15622.8	15703.2	15867.6	16086.9	17525.0	18402.3	17962.3	15328.7	15220.3	14930.1	15320.3	15518.9	17570.5	19120.7	16580.5
YDR510W	12226.7	12965.6	10300.6	9930.6	8987.3	8348.7	10544.8	9346.9	11130.5	10727.7	11480.1	11573.6	11361.5	11615.1	12684.5	13329.0	12755.8	12160.5	12518.7	12482.8	12361.4	12080.5	13264.9	14891.5	14167.4
YNR006W	2522.9	2413.5	1687.4	1848.0	2182.5	2738.2	3845.0	2520.7	1807.4	1859.6	1893.8	1881.9	1943.4	2105.7	2095.7	2870.0	2899.6	1684.4	1814.6	1973.4	2181.5	1990.8	2506.2	3032.4	2374.8
YPL273W	2005.5	1702.8	2905.6	3690.4	4691.4	6189.2	8095.3	5806.8	4598.8	4801.9	4373.0	3657.6	3060.4	2157.1	1198.0	1069.1	1192.9	6217.5	5759.1	5576.8	5063.6	3654.2	2752.4	2256.3	1555.4
YKL157W	11714.1	10747.7	7981.1	6940.8	5219.4	2832.8	4355.3	6026.4	6154.4	6301.0	6635.9	6899.0	7268.5	8537.5	10125.1	11927.6	10961.5	5240.1	5444.9	5470.8	6436.8	6762.5	9692.4	12486.6	11189.0
YHR021W-A	84.7	86.8	50.1	38.9	32.8	77.0	82.9	98.4	120.6	94.3	102.9	114.0	113.3	120.5	146.8	138.7	98.2	89.0	88.0	85.7	89.7	84.0	126.9	176.6	90.2
YNR009W	1499.9	1380.6	801.8	726.9	716.2	553.1	415.1	1010.9	1494.4	1561.3	1507.4	1406.7	1350.8	1422.8	1473.3	1659.5	1488.2	1349.7	1332.6	1410.5	1252.4	1174.3	1341.5	1412.5	1268.9
YIR008C	2245.5	2134.0	1370.0	1269.4	1544.7	1252.8	1351.7	1516.8	1669.2	1625.5	1656.6	1797.0	1907.0	2027.5	2246.6	2026.2	1709.5	1635.4	1779.4	1763.6	1826.1	1910.0	2044.8	1985.4	1740.4
YOR340C	732.4	2715.2	5874.8	6917.3	6663.2	6894.9	4692.4	3859.7	3493.3	3174.0	2794.8	1840.7	1264.1	593.6	138.7	225.3	416.1	3459.9	3509.8	2914.4	1965.7	922.4	167.2	57.6	525.5
YJR031C	2167.3	1823.4	1844.4	1600.0	1581.3	1700.8	1186.4	1684.0	1740.5	1884.7	1740.0	1519.5	1474.9	1300.2	1472.5	1670.6	1581.9	1832.1	1770.2	1673.2	1685.1	1311.7	1342.4	1333.8	1551.3
YDR304C	10148.1	9178.0	7936.7	7584.8	7057.5	6033.8	7095.7	8855.5	9427.3	9061.9	9786.7	9903.7	9836.3	10420.5	10690.0	11459.1	11693.2	9490.3	9637.1	9628.3	9763.1	9309.8	11001.7	12133.0	12056.4
YGR013W	1039.1	912.5	745.1	795.5	856.6	1090.7	1307.3	1104.9	881.7	915.4	901.4	892.9	900.0	1008.5	1089.0	1095.6	1114.2	909.4	917.5	971.5	1084.2	1036.6	1254.9	1025.7	863.7
YMR289W	1732.8	1878.3	1761.5	1511.2	1199.7	943.7	1462.0	1276.9	1346.3	1409.8	1405.6	1366.4	1426.7	1478.5	1615.8	1723.4	1633.7	1391.6	1394.2	1374.5	1570.0	1617.8	1890.3	1591.5	1607.2
YER134C	1888.8	1644.0	1561.8	1428.2	1376.5	1449.6	2030.8	1897.5	2165.7	2586.4	2609.2	2587.5	2814.2	3084.1	2760.6	2790.7	2619.1	1981.9	2038.5	2610.1	2849.6	2876.5	2856.2	2336.4	1980.6
YHL011C	3619.1	7444.5	11144.9	12123.4	12089.9	12764.8	12555.0	10046.5	8573.7	8647.8	7949.8	6592.3	5546.9	4000.2	2108.2	2612.8	3198.3	8816.4	8531.2	8112.2	7251.1	4886.2	2996.2	2416.4	3653.9
YMR183C	2790.5	1640.2	1956.5	1927.0	2232.5	2218.9	3120.1	2708.4	3051.9	2842.1	2699.4	2553.0	2520.3	2103.0	2114.3	1951.0	2057.9	2448.5	2337.5	2606.4	2941.2	3662.0	2837.7	3693.8	3939.0
YLR264W	7693.0	8932.4	11981.0	13324.0	14051.8	15202.5	13070.2	14407.9	12995.9	12866.6	12737.7	12109.5	10901.8	9008.8	4747.0	4046.9	4143.3	13661.7	13787.4	13653.6	12318.8	10340.9	6573.8	2401.6	3194.9
YBR298C-A	59.0	45.0	40.8	41.3	31.1	29.9	50.3	45.3	45.3	58.6	60.0	57.9	66.8	60.8	74.8	49.3	60.0	43.0	46.4	37.4	40.8	30.7	38.2	44.3	44.3
YNL046W	1858.5	1498.8	1136.1	1107.9	1288.5	1370.6	1307.4	1624.2	2041.9	1889.9	2062.3	1957.8	1786.5	1929.5	2211.2	2237.3	2143.4	1981.4	2096.7	2010.1	1800.8	1699.6	2259.8	1711.5	1779.0
YOR117W	6360.8	5955.8	5233.8	4710.5	3630.3	2961.7	4805.9	5734.0	5956.3	6181.8	6093.6	6285.7	6537.2	6605.4	7282.6	6551.6	7271.8	6141.9	5963.6	5842.6	6349.9	6506.8	7469.5	8696.0	8036.4
YML014W	859.1	1036.0	1670.8	2433.9	3230.8	3749.8	2790.8	2697.9	1765.9	1711.7	1566.8	1216.2	1059.2	839.9	561.3	621.2	813.4	1838.2	1939.4	1880.8	1402.4	967.8	792.2	922.3	1238.3
YNL145W	18268.8	19719.3	11296.6	8281.9	9379.8	10327.9	9542.8	11383.0	14107.5	14241.8	14547.2	14745.3	14194.3	14305.7	15612.4	20394.3	20403.7	15107.8	16236.7	15531.3	14816.6	13805.4	18655.7	20326.7	20104.6
YLR409C	1095.8	2768.0	6985.4	8817.9	9427.4	9230.2	6815.7	4779.2	3861.9	3583.6	2899.2	1979.0	1252.3	548.0	281.3	537.0	675.5	4518.2	4700.0	3502.1	1896.5	451.7	209.0	220.3	880.9
YER175W-A	33.0	29.8	21.2	17.9	21.8	19.0	29.6	19.3	25.3	25.5	24.5	23.6	27.2	28.9	44.5	43.8	36.4	27.2	23.9	28.5	29.1	49.1	47.1	29.8	39.4
YML126C	5897.0	4861.0	4845.2	4226.0	3745.9	3803.3	4183.3	5423.0	7204.5	7890.1	7622.7	7471.8	7365.6	7031.5	7008.4	7550.9	7358.5	7517.7	6590.5	7209.6	7437.9	7171.0	7412.3	7839.8	7158.2
YDR167W	4064.4	4349.9	3747.0	4211.2	4893.2	4940.8	4871.2	4147.3	3751.5	3613.7	3686.7	3549.0	3408.5	3234.9	3170.4	3121.8	3133.4	4962.1	5904.7	4747.3	4204.7	3725.0	3713.1	3829.8	4192.0
YHR061C	1538.5	1812.3	1421.2	1295.6	1059.3	833.9	559.6	903.9	1137.4	1114.7	1198.0	1095.0	1156.2	1216.3	1303.4	1528.7	1315.9	968.3	860.9	1104.9	986.4	863.7	855.1	1083.3	1189.0
YMR102C	1855.3	2022.3	1607.5	1413.8	1636.1	2921.2	2457.6	2527.8	2273.3	2391.3	2320.1	2208.1	2240.0	2081.5	2194.7	2300.2	2209.0	2573.1	2714.8	2807.0	2611.8	1748.1	1681.0	1936.4	2083.4
YJR077C	10288.9	8744.4	9257.3	10275.2	10669.5	11431.0	10694.7	10442.5	8867.2	8802.6	9061.8	8775.6	8795.3	8777.8	9111.4	10606.5	11278.0	7893.5	7261.8	7777.2	8474.9	8200.6	9702.8	8193.5	12419.3
YPR188C	3453.8	3703.4	2682.3	2746.6	2720.6	2369.6	2000.2	1975.9	2757.2	2750.3	2877.5	2953.2	3033.0	3287.5	3674.1	4374.7	4189.0	2884.8	3389.3	3163.5	2873.6	2947.3	3713.4	4547.4	4033.9
YAL032C	1221.6	1158.5	892.9	1003.9	853.0	867.0	1069.8	999.4	992.5	1007.1	1001.1	979.5	1045.0	1184.1	1088.7	1046.1	1124.8	930.6	928.3	1068.7	1094.2	915.3	980.5	1208.2	1085.3
YPR040W	1968.4	2097.5	1758.7	1828.5	1908.4	1999.7	2378.1	2101.9	2146.6	2196.7	2169.9	1980.9	1953.1	2081.9	1992.8	2052.3	2164.9	1825.0	1845.7	2068.8	2164.6	1831.8	1941.4	2152.9	2710.0
YGL208W	1611.7	1630.0	932.7	511.2	415.1	375.9	640.8	801.4	1233.1	1330.9	1468.6	1548.1	1800.8	2146.9	2086.8	2535.7	2378.1	1134.5	1229.1	1576.1	2176.1	1976.6	2107.6	1848.3	2277.8
YOR131C	3284.6	3243.5	2147.2	1758.2	1540.0	1209.4	2484.2	2660.2	2889.5	3006.4	3269.0	3290.2	3487.5	3849.3	3900.1	3199.6	2714.9	3109.8	3292.6	3587.5	3644.4	3635.9	3599.7	4020.9	3381.6
YIL126W	6128.9	5945.5	4919.3	4779.3	4449.0	5057.2	4496.0	4047.4	4460.0	4496.1	4475.2	4754.3	4636.1	5014.8	5780.6	6091.3	5219.1	4197.9	4155.1	4043.6	4320.4	4193.6	4638.2	4971.9	4826.6
YCR100C	354.7	272.9	138.9	141.1	125.2	193.5	247.0	288.1	289.7	318.6	327.5	327.9	404.3	492.9	499.0	527.4	412.6	335.3	330.2	354.3	552.3	522.1	858.6	711.5	381.5
YGL191W	7416.9	6874.0	5135.7	5158.3	5744.7	4771.9	7751.9	5036.8	5574.0	5892.1	5883.7	6346.1	6535.2	7455.2	7844.3	9972.0	10207.6	6137.7	6814.8	7196.4	7075.1	8238.7	9213.4	12174.1	14255.8
YGL236C	508.2	631.2	1127.8	1577.0	2063.7	2054.6	1799.1	1418.0	884.7	825.4	756.0	628.9	500.4	371.8	292.4	326.3	428.7	1079.3	1186.3	834.3	470.6	275.7	498.6	369.6	503.2
YDR475C	2150.8	2372.2	1787.0	1472.5	1476.8	1553.2	2088.5	1848.7	1493.3	1536.6	1667.2	1762.0	1974.0	2247.6	2110.1	2851.5	2639.4	1435.2	1597.8	1838.3	2372.3	2339.1	2552.4	2966.9	2571.4
YMR206W	216.6	311.6	250.7	92.5	52.5	31.9	48.4	47.7	48.3	52.7	59.2	105.3	213.6	377.9	513.8	567.0	622.6	38.2	36.5	66.6	177.4	174.4	122.5	126.5	309.2
YBR070C	5243.9	4765.3	2158.5	1542.3	1218.6	1180.5	1149.1	3587.0	3363.7	2967.9	3404.4	3445.2	3468.1	3862.9	3879.9	3203.6	2098.3	3003.8	3244.4	3207.6	3135.2	2825.6	3107.3	3198.8	3308.4
YGR180C	15431.9	15833.0	15227.6	14585.3	12640.6	9995.0	6508.0	9637.6	10384.6	10767.8	10760.8	10515.3	10650.9	11306.4	12105.9	17910.1	19222.2	10027.7	9596.6	10070.3	10546.2	10230.2	11209.1	14897.7	20559.1
YAL061W	10557.0	7085.8	1314.3	421.5	322.9	332.7	754.8	871.2	2733.2	3844.3	5462.6	8838.6	12534.5	15237.6	14425.5	11619.3	12680.8	1528.8	1254.9	5693.3	11416.1	11712.0	7595.4	3792.6	8850.1
YKR099W	1216.5	3522.3	6139.0	6335.6	4833.4	4996.0	4936.2	2391.4	1932.9	1664.8	1394.6	928.2	608.5	462.7	483.7	756.6	972.3	1870.4	2085.2	1492.6	611.1	318.3	623.5	1067.7	1218.5
YNR048W	1635.2	1530.4	1018.4	1197.7	1550.9	1583.3	1546.4	1452.0	1301.1	1165.6	1260.5	1249.4	1215.2	1279.1	1364.9	1096.8	1044.6	1251.3	1351.1	1141.7	1007.6	925.5	1106.8	873.4	997.5
YLR097C	4470.4	3324.9	2096.7	1496.7	1251.8	1262.5	1848.8	1706.7	2297.3	2462.6	2299.1	2666.8	2883.4	3137.9	3979.3	3952.3	4015.4	1968.9	1942.6	2259.4	2759.1	3383.3	3983.7	4508.7	3978.6
YKR072C	1334.4	2377.7	4251.5	4175.7	3668.4	3974.6	3673.5	2548.9	2356.2	2333.1	2089.5	1749.1	1435.3	1051.7	940.0	1231.4	1336.5	2482.5	2440.6	1982.9	1488.7	937.1	797.2	877.4	1168.1
YDR358W	1929.9	1448.5	563.0	327.9	233.5	298.9	1135.9	1029.5	1223.1	1363.5	1591.4	2072.3	2696.7	3141.6	2667.8	2659.2	2887.7	1097.9	1067.1	1962.0	3219.7	3155.8	2496.2	3253.2	3634.6
YPR011C	1290.4	1286.4	991.9	1013.7	1055.7	790.0	1413.9	1280.2	1162.1	1096.6	1194.6	1110.0	1145.0	1256.9	1325.8	1273.0	1098.9	1052.6	979.7	1204.3	1183.9	1081.6	1123.6	939.2	931.9
YJR036C	1613.2	1437.1	550.8	398.8	326.2	297.7	664.4	605.2	860.6	950.5	1092.8	1376.9	1818.5	2513.4	2531.7	2035.0	1608.7	856.2	799.1	1340.3	2379.1	2304.3	2027.2	2014.5	1754.9
YLR426W	2425.7	1983.3	1033.0	1169.5	1226.6	1406.4	1570.2	2064.4	1904.0	1638.1	1944.2	1964.1	1998.9	2221.2	2388.2	2253.0	2083.7	1875.4	1964.4	2055.3	2017.0	1892.5	2366.3	2567.8	2108.5
YKL218C	5306.1	3784.4	2927.4	2208.6	1442.4	1055.8	4363.0	2154.5	3072.6	3370.4	3556.5	3901.7	4328.7	5011.4	7175.4	5832.9	5018.0	2114.5	1992.0	2586.0	3594.0	5343.4	8792.4	5473.9	3112.1
YER164W	3049.8	2856.5	2955.1	3115.9	3089.0	3499.9	2125.3	3104.4	2574.0	2691.2	2552.1	2158.3	2220.5	2357.8	2396.6	2625.5	2172.3	2099.0	1988.6	2227.4	2395.2	1963.4	1785.2	1433.9	1555.1
YMR034C	436.1	391.9	275.2	301.4	330.1	416.2	875.8	670.1	354.0	284.6	302.9	316.5	319.4	354.2	377.4	353.5	380.1	370.4	452.7	421.7	443.5	382.7	471.4	544.6	754.3
