orf	name	type	betw	regulation
YOL017W	ESC8	S	0.0	0.682
YOL020W	TAT2	S	0.0	0.718
YOL025W	LAG2	S	0.0	0.433
YOL026C	MIM1	S	0.0	0.369
YOL028C	YAP7	S	0.0	0.497
YOL036W	YOL036W	S	0.0	0.558
YOL045W	PSK2	S	0.0	0.414
YOL059W	GPD2	S	0.00051	0.657
YOL063C	CRT10	S	0.00037	0.38
YOL065C	INP54	S	0.0	0.622
YOL070C	NBA1	S	0.0	0.483
YOL071W	SDH5	S	0.0	0.918
YOL075C	YOL075C	S	0.0	0.403
YOL081W	IRA2	S	0.0	0.513
YOL083W	ATG34	S	0.00018	1.604
YOL088C	MPD2	S	2e-05	0.544
YOL097C	WRS1	S	0.0	1.055
YOL105C	WSC3	S	0.0	1.048
YOL126C	MDH2	S	0.0	1.063
YOL128C	YGK3	S	0.0	0.733
YOL129W	VPS68	S	5e-05	0.606
YOL132W	GAS4	S	0.0	0.74
YOL136C	PFK27	S	0.0013	0.725
YOR004W	UTP23	S	0.00108	1.375
YOR011W	AUS1	S	0.00247	0.679
YOR017W	PET127	S	0.0	0.399
YOR018W	ROD1	S	0.0	0.606
YOR020C	HSP10	S	0.0	0.963
YOR030W	DFG16	S	0.0	0.703
YOR035C	SHE4	S	0.0	0.781
YOR037W	CYC2	S	0.0	0.636
YOR042W	CUE5	S	0.0	0.696
YOR046C	DBP5	S	0.0	0.667
YOR047C	STD1	S	0.00897	0.677
YOR049C	RSB1	S	0.0	0.78
YOR054C	VHS3	S	0.0014	0.638
YOR058C	ASE1	S	0.0	0.444
YOR059C	LPL1	S	0.0	0.643
YOR070C	GYP1	S	0.0	0.434
YOR071C	NRT1	S	0.0	0.468
YOR076C	SKI7	S	0.00012	0.554
YOR079C	ATX2	S	0.0	0.612
YOR081C	TGL5	S	0.0	0.473
YOR086C	TCB1	S	0.0	0.531
YOR092W	ECM3	S	0.0	0.656
YOR093C	YOR093C	S	0.0	0.586
YOR095C	RKI1	S	0.0	1.269
YOR099W	KTR1	S	0.0	0.566
YOR100C	CRC1	S	0.00069	1.367
YOR101W	RAS1	S	0.0	0.915
YOR108W	LEU9	S	0.0	0.755
YOR109W	INP53	S	0.0	0.594
YOR124C	UBP2	S	0.0	0.653
YOR125C	CAT5	S	0.0	0.685
YOR127W	RGA1	S	0.00257	0.684
YOR128C	ADE2	S	0.0	0.929
YOR140W	SFL1	S	0.0	0.576
YOR143C	THI80	S	0.00015	0.553
YOR147W	MDM32	S	0.0	0.482
YOR148C	SPP2	S	0.0	0.465
YOR160W	MTR10	S	0.00121	0.525
YOR162C	YRR1	S	7e-05	0.53
YOR165W	SEY1	S	0.00338	0.513
YOR168W	GLN4	S	0.0	0.871
YOR172W	YRM1	S	0.00114	0.37
YOR176W	HEM15	S	0.00115	0.676
YOR177C	MPC54	S	0.00011	0.764
YOR184W	SER1	S	0.00012	0.771
YOR187W	TUF1	S	0.00027	0.616
YOR191W	ULS1	S	0.0	0.531
YOR195W	SLK19	S	0.0	0.533
YOR196C	LIP5	S	0.0	0.473
YOR201C	MRM1	S	0.0	0.429
YOR216C	RUD3	S	0.00121	0.577
YOR222W	ODC2	S	0.00171	0.665
YOR223W	DSC3	S	9e-05	0.604
YOR229W	WTM2	S	0.0	0.498
YOR230W	WTM1	S	0.0	0.901
YOR231W	MKK1	S	0.0	0.377
YOR236W	DFR1	S	0.00011	0.762
YOR246C	ENV9	S	0.00254	0.503
YOR251C	TUM1	S	0.0	0.486
YOR273C	TPO4	S	0.0	1.312
YOR274W	MOD5	S	0.0	0.46
YOR275C	RIM20	S	0.0	0.466
YOR284W	HUA2	S	0.0	0.391
YOR288C	MPD1	S	0.0	0.759
YOR292C	YOR292C	S	0.0	0.551
YOR298C-A	MBF1	S	0.0	NA
YOR301W	RAX1	S	0.0	0.446
YOR304C-A	BIL1	S	0.0	1.459
YOR315W	SFG1	S	0.0	1.15
YOR322C	LDB19	S	0.0	0.373
YOR328W	PDR10	S	0.0	0.869
YOR329C	SCD5	S	0.00016	0.502
YOR334W	MRS2	S	0.0008	0.449
YOR335C	ALA1	S	0.00032	0.874
YOR336W	KRE5	S	0.00019	0.492
YOR337W	TEA1	S	0.00049	0.642
YOR339C	UBC11	S	0.00049	0.616
YOR347C	PYK2	S	0.00032	0.923
YOR352W	TFB6	S	0.0	0.602
YOR355W	GDS1	S	0.0	0.537
YOR365C	YOR365C	S	0.00803	0.668
YOR370C	MRS6	S	0.0	0.377
YOR371C	GPB1	S	0.00102	0.505
YOR372C	NDD1	S	0.0	0.371
YOR375C	GDH1	S	0.0	1.049
YOR380W	RDR1	S	0.0	0.502
YOR386W	PHR1	S	0.0	0.987
YOR393W	ERR1	S	0.0	0.891
YPL006W	NCR1	S	0.00052	0.58
YPL009C	RQC2	S	0.00028	0.458
YPL027W	SMA1	S	0.0	0.906
YPL032C	SVL3	S	0.0	0.633
YPL036W	PMA2	S	0.00151	0.699
YPL051W	ARL3	S	0.0	0.544
YPL053C	KTR6	S	0.0	0.516
YPL060W	MFM1	S	0.0	0.7
YPL066W	RGL1	S	0.0	0.465
YPL084W	BRO1	S	0.0	0.514
YPL087W	YDC1	S	0.0	1.003
YPL088W	YPL088W	S	0.0	0.927
YPL098C	MGR2	S	0.0	0.44
YPL103C	FMP30	S	0.0	0.418
YPL110C	GDE1	S	0.0	0.587
YPL115C	BEM3	S	0.0	0.531
YPL117C	IDI1	S	0.0	0.628
YPL119C	DBP1	S	0.0	1.151
YPL125W	KAP120	S	0.0	0.576
YPL128C	TBF1	S	0.0	0.564
YPL132W	COX11	S	0.0006	0.482
YPL135W	ISU1	S	0.0	0.95
YPL140C	MKK2	S	0.0	0.44
YPL144W	POC4	S	0.0	0.536
YPL145C	KES1	S	0.0	0.645
YPL154C	PEP4	S	4e-05	0.876
YPL158C	AIM44	S	0.00022	0.661
YPL159C	PET20	S	0.0	0.688
YPL161C	BEM4	S	0.0	0.49
YPL162C	YPL162C	S	0.0	0.386
YPL166W	ATG29	S	0.0	1.014
YPL171C	OYE3	S	0.0	0.685
YPL176C	TRE1	S	0.0	0.444
YPL177C	CUP9	S	0.0	0.633
YPL183C	RTT10	S	0.0	0.972
YPL184C	MRN1	S	0.0	0.384
YPL201C	YIG1	S	7e-05	1.558
YPL208W	RKM1	S	0.00021	0.652
YPL215W	CBP3	S	0.0	0.471
YPL227C	ALG5	S	5e-05	0.931
YPL229W	YPL229W	S	0.0	0.461
YPL230W	USV1	S	0.0	1.992
YPL242C	IQG1	S	0.0	0.447
YPL245W	YPL245W	S	0.0	0.836
YPL260W	YPL260W	S	0.00062	0.434
YPL263C	KEL3	S	0.0	0.873
YPL264C	YPL264C	S	0.0	0.517
YPL265W	DIP5	S	0.0	1.068
YPL267W	ACM1	S	0.0	0.661
YPL268W	PLC1	S	0.0	0.515
YPL269W	KAR9	S	0.0	0.383
YPL274W	SAM3	S	0.0	0.692
YPR003C	YPR003C	S	0.0	0.609
YPR004C	AIM45	S	0.0	0.594
YPR008W	HAA1	S	0.0	0.494
YPR013C	CMR3	S	0.00013	0.655
YPR030W	CSR2	S	0.0	1.255
YPR040W	TIP41	S	0.0	0.54
YPR048W	TAH18	S	0.0	0.757
YPR058W	YMC1	S	0.0	0.635
YPR069C	SPE3	S	0.0	0.543
YPR074C	TKL1	S	0.0	1.316
YPR075C	OPY2	S	0.00069	0.547
YPR078C	YPR078C	S	0.00048	0.663
YPR079W	MRL1	S	0.0	0.515
YPR083W	MDM36	S	0.0	0.54
YPR085C	ASA1	S	0.00141	0.426
YPR093C	ASR1	S	0.0	0.61
YPR095C	SYT1	S	0.0	0.476
YPR106W	ISR1	S	0.0	0.398
YPR113W	PIS1	S	0.0	0.656
YPR117W	YPR117W	S	0.0	0.554
YPR118W	MRI1	S	0.0	1.035
YPR121W	THI22	S	0.0	0.4
YPR122W	AXL1	S	0.0	0.71
YPR128C	ANT1	S	1e-05	0.521
YPR133C	SPN1	S	0.0	0.421
YPR140W	TAZ1	S	0.0	0.456
YPR151C	SUE1	S	0.0	1.533
YPR153W	YPR153W	S	0.00054	0.519
YPR155C	NCA2	S	0.00054	0.705
YPR159C-A	YPR159C-A	S	0.00103	NA
YPR159W	KRE6	S	0.0	0.586
YPR164W	MMS1	S	0.0	0.56
YPR169W	JIP5	S	0.0	0.533
YPR171W	BSP1	S	0.0	0.372
YPR173C	VPS4	S	0.0	0.466
YPR185W	ATG13	S	0.0	0.443
YPR198W	SGE1	S	0.0	0.439
YPR199C	ARR1	S	0.0	0.414
adenylyl_cyclase	adenylyl_cyclase	C	0.0	NA
alpha,alpha-trehalose-phosphate_synthase_complex_(UDP-forming)	alpha,alpha-trehalose-phosphate_synthase_complex_(UDP-forming)	C	0.00046	NA
Anp1p/Mnn9p	Anp1p/Mnn9p	C	0.0	NA
Van1p/Mnn9p	Van1p/Mnn9p	C	0.0	NA
ACP	ACP	C	0.0	NA
anthranilate_synthase	anthranilate_synthase	C	0.00053	NA
calcineurin	calcineurin	C	0.0	NA
chromatin_accessibility	chromatin_accessibility	C	0.0	NA
chromatin_assembly	chromatin_assembly	C	0.0	NA
commitment_complex	commitment_complex	C	0.0	NA
cytoplasmic_dynein	cytoplasmic_dynein	C	0.0	NA
cytoplasmic_RLS	cytoplasmic_RLS	C	0.0	NA
cytoplasmic_RSS	cytoplasmic_RSS	C	0.0	NA
degradosome	degradosome	C	0.0	NA
dynactin	dynactin	C	0.00024	NA
eEF1	eEF1	C	0.0	NA
eIF2B	eIF2B	C	0.00012	NA
eIF3	eIF3	C	0.0	NA
gamma-tubulin	gamma-tubulin	C	0.0	NA
GPI-GnT	GPI-GnT	C	0.0	NA
guanyl-nucleotide_exchange_factor	guanyl-nucleotide_exchange_factor	C	0.0	NA
heterotrimeric_G-protein	heterotrimeric_G-protein	C	0.0	NA
histone_H2A_phosphatase	histone_H2A_phosphatase	C	0.0	NA
histone_deacetylase	histone_deacetylase	C	0.0	NA
i-AAA	i-AAA	C	0.0	NA
karyopherin_docking_NPC	karyopherin_docking_NPC	C	0.0	NA
m-AAA	m-AAA	C	0.0	NA
mRNA_cleavage_polyA_specificity	mRNA_cleavage_polyA_specificity	C	0.0	NA
mRNA_cleavage_factor_(CFI)	mRNA_cleavage_factor_(CFI)	C	0.0	NA
mRNA_guanylyl_transferase	mRNA_guanylyl_transferase	C	0.0	NA
meiotic_recomb_init	meiotic_recomb_init	C	0.0	NA
meth_glut_tRNA_synthetase	meth_glut_tRNA_synthetase	C	0.0	NA
mitochondrial_ATPase_inhibitor	mitochondrial_ATPase_inhibitor	C	0.0	NA
mito_inner_membrane_presequence_translocase	mito_inner_membrane_presequence_translocase	C	0.0	NA
mito_inner_membrane_protein_insertion	mito_inner_membrane_protein_insertion	C	0.0	NA
mito_intermembrane_space_protein_transporter	mito_intermembrane_space_protein_transporter	C	0.0	NA
mito_outer_membrane_translocase	mito_outer_membrane_translocase	C	0.0	NA
mito_oxoglutarate_dehydrogenase	mito_oxoglutarate_dehydrogenase	C	0.00018	NA
mito_processing_peptidase	mito_processing_peptidase	C	0.0	NA
mito_pyruvate_dehydrogenase	mito_pyruvate_dehydrogenase	C	0.0001	NA
mito_RLS	mito_RLS	C	0.0	NA
mito_RSS	mito_RSS	C	0.0	NA
mito_sorting_and_assembly_machinery	mito_sorting_and_assembly_machinery	C	0.0	NA
mitotic_checkpoint	mitotic_checkpoint	C	0.0	NA
nuclear_condensin	nuclear_condensin	C	0.0	NA
nt-excision_repair_1	nt-excision_repair_1	C	0.00121	NA
nt-excision_repair_2	nt-excision_repair_2	C	0.0	NA
nt-excision_repair_4	nt-excision_repair_4	C	0.0	NA
oligosaccharyl_transferase	oligosaccharyl_transferase	C	0.0	NA
other_DNA_repair	other_DNA_repair	C	0.0	NA
palmitoyltransferase	palmitoyltransferase	C	0.0	NA
PtdIns_3-kinase_CPY_sorting	PtdIns_3-kinase_CPY_sorting	C	0.0	NA
PtdIns_3-kinase_autophagy	PtdIns_3-kinase_autophagy	C	0.0	NA
polarisome	polarisome	C	0.00109	NA
prefoldin	prefoldin	C	0.0	NA
prohibitin	prohibitin	C	0.0	NA
protein_phosphatase_type_2A_(Cdc55p)	protein_phosphatase_type_2A_(Cdc55p)	C	0.0	NA
protein_phosphatase_type_2A_(Rts1p)	protein_phosphatase_type_2A_(Rts1p)	C	0.0	NA
retromer	retromer	C	0.0	NA
ribonuclease_H2	ribonuclease_H2	C	0.0	NA
ribonuclease_MRP	ribonuclease_MRP	C	0.0	NA
serine_C-palmitoyltransferase	serine_C-palmitoyltransferase	C	0.0	NA
signal_peptidase	signal_peptidase	C	0.0	NA
signalosome	signalosome	C	0.0	NA
smc5p-Smc6p	smc5p-Smc6p	C	0.0	NA
transcription_export	transcription_export	C	0.0	NA
TF_TFIIA	TF_TFIIA	C	0.0	NA
TF_TFIID	TF_TFIID	C	0.00047	NA
TF_TFIIE	TF_TFIIE	C	0.0	NA
TF_TFIIH	TF_TFIIH	C	0.0	NA
TF_TFIIIB	TF_TFIIIB	C	0.0	NA
TF_TFIIIC	TF_TFIIIC	C	0.0	NA
ub_conjugating_enzyme	ub_conjugating_enzyme	C	0.0	NA
ub_ligase_ERAD-L	ub_ligase_ERAD-L	C	0.0	NA
